,order_id,customer_id,order_status,order_date,channel_id,billing_address_id,shipping_address_id,currency_x,shipping_amount,order_subtotal,order_discount,order_tax,order_total,created_at,payment_method,amount,currency_y,payment_status,paid_at,transaction_id
132,100113,239,delivered,2025-06-01 06:07:52,4,,376,ARS,0.0,470417.57,24224.24,93700.6,539893.93,2025-06-01 06:07:52,debit_card,539893.93,ARS,captured,2025-06-02 06:07:52,TX-200120
133,100114,32,pending,2025-06-04 21:19:21,3,50.0,49,ARS,0.0,124659.5,2718.93,25607.52,147548.09,2025-06-04 21:19:21,gift_card,127506.78,ARS,authorized,,TX-200121
134,100115,134,paid,2025-08-06 09:40:43,1,206.0,205,ARS,0.0,1103145.2,71325.17,216682.21,1248502.24,2025-08-06 09:40:43,mercado_pago,1248502.24,ARS,captured,2025-08-08 10:40:43,TX-200122
135,100116,223,delivered,2025-06-18 00:56:05,4,,350,ARS,0.0,274078.92,32889.47,50649.78,291839.23,2025-06-18 00:56:05,gift_card,291839.23,ARS,captured,2025-06-19 08:56:05,TX-200123
136,100117,169,delivered,2025-07-08 22:06:23,1,258.0,257,ARS,0.0,341408.14,29582.64,65483.36,377308.86,2025-07-08 22:06:23,mercado_pago,377308.86,ARS,captured,2025-07-11 14:06:23,TX-200124
137,100118,122,delivered,2025-08-08 23:04:00,1,,186,ARS,0.0,456761.76,37053.96,88138.64,507846.44,2025-08-08 23:04:00,gift_card,507846.44,ARS,captured,2025-08-11 00:04:00,TX-200125
138,100119,109,delivered,2025-08-26 04:35:55,3,170.0,169,ARS,0.0,384134.2,11934.85,78161.86,450361.21,2025-08-26 04:35:55,mercado_pago,450361.21,ARS,captured,2025-08-26 23:35:55,TX-200126
139,100120,181,pending,2025-07-13 05:33:34,4,,278,ARS,0.0,272399.79,30847.9,50725.9,292277.79,2025-07-13 05:33:34,,,,,,
140,100121,141,paid,2025-08-26 17:14:12,4,,218,ARS,0.0,663634.29,20907.21,134972.69,777699.76,2025-08-26 17:14:12,debit_card,777699.76,ARS,captured,2025-08-29 16:14:12,TX-200127
141,100122,78,delivered,2025-08-13 05:00:30,4,,120,ARS,0.0,890289.97,77854.89,170611.37,983046.45,2025-08-13 05:00:30,debit_card,983046.45,ARS,captured,2025-08-13 19:00:30,TX-200128
142,100123,153,delivered,2025-07-19 23:58:33,2,234.0,233,ARS,0.0,416012.64,29120.88,81247.27,468139.02,2025-07-19 23:58:33,bank_transfer,468139.02,ARS,captured,2025-07-21 11:58:33,TX-200129
143,100124,33,paid,2025-08-31 19:34:12,1,52.0,51,ARS,0.0,381625.02,35242.67,72740.29,419122.65,2025-08-31 19:34:12,gift_card,419122.65,ARS,captured,2025-09-03 15:34:12,TX-200130
144,100125,32,canceled,2025-06-16 06:34:40,2,50.0,49,ARS,0.0,101255.4,2017.78,20839.9,120077.52,2025-06-16 06:34:40,,,,,,
145,100126,66,pending,2025-06-16 18:25:41,1,104.0,103,ARS,0.0,324138.1,1349.71,67785.56,390573.96,2025-06-16 18:25:41,,,,,,
146,100127,114,shipped,2025-08-28 11:23:37,2,,175,ARS,0.0,733109.87,8542.09,152159.23,876727.01,2025-08-28 11:23:37,debit_card,876727.01,ARS,captured,2025-08-29 06:23:37,TX-200131
147,100128,188,canceled,2025-08-29 23:30:16,3,290.0,289,ARS,0.0,235022.4,19087.17,45346.4,261281.63,2025-08-29 23:30:16,,,,,,
148,100129,247,pending,2025-06-16 19:21:00,2,389.0,388,ARS,0.0,145816.1,0.0,30621.38,176437.48,2025-06-16 19:21:00,mercado_pago,30202.45,ARS,authorized,,TX-200132
149,100130,3,paid,2025-06-29 13:47:08,1,5.0,4,ARS,0.0,130374.31,13037.43,24640.74,141977.62,2025-06-29 13:47:08,bank_transfer,141977.62,ARS,captured,2025-07-01 05:47:08,TX-200133
150,100131,222,shipped,2025-08-17 03:36:24,3,349.0,348,ARS,0.0,82825.16,5797.76,16175.75,93203.15,2025-08-17 03:36:24,gift_card,93203.15,ARS,captured,2025-08-18 03:36:24,TX-200134
151,100132,91,shipped,2025-07-06 15:34:28,4,141.0,140,ARS,0.0,496354.45,9927.09,102149.75,588577.11,2025-07-06 15:34:28,credit_card,588577.11,ARS,captured,2025-07-07 03:34:28,TX-200135
152,100133,104,shipped,2025-06-01 15:28:22,1,162.0,161,ARS,0.0,896321.22,80711.97,171277.94,986887.19,2025-06-01 15:28:22,gift_card,986887.19,ARS,captured,2025-06-02 13:28:22,TX-200136
153,100134,55,delivered,2025-08-12 14:19:52,1,84.0,83,ARS,0.0,594774.45,59477.45,112412.37,647709.38,2025-08-12 14:19:52,bank_transfer,195839.1,ARS,captured,2025-08-15 05:19:52,TX-200137
154,100134,55,delivered,2025-08-12 14:19:52,1,84.0,83,ARS,0.0,594774.45,59477.45,112412.37,647709.38,2025-08-12 14:19:52,mercado_pago,451870.28,ARS,captured,2025-08-15 07:56:52,TX-200138
155,100135,94,delivered,2025-08-08 09:48:41,4,,145,ARS,0.0,124793.49,8735.54,24372.17,140430.11,2025-08-08 09:48:41,credit_card,84094.67,ARS,captured,2025-08-09 06:48:41,TX-200139
156,100135,94,delivered,2025-08-08 09:48:41,4,,145,ARS,0.0,124793.49,8735.54,24372.17,140430.11,2025-08-08 09:48:41,mercado_pago,56335.44,ARS,captured,2025-08-09 08:34:41,TX-200140
157,100136,237,pending,2025-06-14 00:46:12,4,374.0,373,ARS,0.0,328922.94,19851.58,64904.99,373976.35,2025-06-14 00:46:12,bank_transfer,285668.79,ARS,authorized,,TX-200141
158,100137,123,paid,2025-06-11 15:37:03,3,,187,ARS,0.0,366987.83,30792.94,70600.93,406795.82,2025-06-11 15:37:03,debit_card,406795.82,ARS,captured,2025-06-12 06:37:03,TX-200142
159,100138,181,delivered,2025-08-04 22:14:58,1,,278,ARS,0.0,490495.3,52757.95,91924.84,529662.19,2025-08-04 22:14:58,mercado_pago,529662.19,ARS,captured,2025-08-05 15:14:58,TX-200143
160,100139,108,paid,2025-06-07 06:37:02,2,,168,ARS,0.0,112524.82,13502.98,20794.59,119816.43,2025-06-07 06:37:02,bank_transfer,119816.43,ARS,captured,2025-06-09 00:37:02,TX-200144
161,100140,48,delivered,2025-07-17 12:10:15,3,72.0,71,ARS,0.0,349165.25,34084.72,66166.91,381247.44,2025-07-17 12:10:15,gift_card,381247.44,ARS,captured,2025-07-19 11:10:15,TX-200145
162,100141,78,canceled,2025-06-26 19:25:34,4,,120,ARS,0.0,150030.82,7999.84,29826.51,171857.49,2025-06-26 19:25:34,,,,,,
163,100142,115,delivered,2025-06-09 17:34:44,1,,176,ARS,0.0,479252.84,8267.23,98906.98,569892.58,2025-06-09 17:34:44,bank_transfer,569892.58,ARS,captured,2025-06-10 18:34:44,TX-200146
164,100143,67,delivered,2025-07-08 09:46:34,3,106.0,105,ARS,3201.39,41412.58,0.0,8696.64,53310.61,2025-07-08 09:46:34,mercado_pago,19152.15,ARS,captured,2025-07-09 23:46:34,TX-200147
165,100143,67,delivered,2025-07-08 09:46:34,3,106.0,105,ARS,3201.39,41412.58,0.0,8696.64,53310.61,2025-07-08 09:46:34,debit_card,34158.46,ARS,captured,2025-07-10 02:09:34,TX-200148
166,100144,248,paid,2025-06-03 19:33:56,3,,390,ARS,0.0,394633.08,19731.65,78729.3,453630.73,2025-06-03 19:33:56,bank_transfer,453630.73,ARS,captured,2025-06-06 18:33:56,TX-200149
167,100145,162,paid,2025-06-30 15:47:52,4,,247,ARS,0.0,453832.94,11567.03,92875.84,535141.76,2025-06-30 15:47:52,debit_card,535141.76,ARS,captured,2025-07-03 06:47:52,TX-200150
168,100146,227,delivered,2025-08-27 22:07:48,2,357.0,356,ARS,0.0,204447.81,5125.58,41857.67,241179.89,2025-08-27 22:07:48,credit_card,123173.32,ARS,captured,2025-08-30 02:07:48,TX-200151
169,100146,227,delivered,2025-08-27 22:07:48,2,357.0,356,ARS,0.0,204447.81,5125.58,41857.67,241179.89,2025-08-27 22:07:48,gift_card,118006.57,ARS,captured,2025-08-30 05:25:48,TX-200152
170,100147,36,delivered,2025-07-27 05:56:23,4,56.0,55,ARS,0.0,542430.46,41704.76,105152.4,605878.1,2025-07-27 05:56:23,gift_card,192554.32,ARS,captured,2025-07-27 21:56:23,TX-200153
171,100147,36,delivered,2025-07-27 05:56:23,4,56.0,55,ARS,0.0,542430.46,41704.76,105152.4,605878.1,2025-07-27 05:56:23,mercado_pago,413323.78,ARS,captured,2025-07-27 22:53:23,TX-200154
172,100148,158,pending,2025-06-11 01:34:41,3,,240,ARS,0.0,495342.25,23719.88,99040.7,570663.06,2025-06-11 01:34:41,,,,,,
173,100149,160,paid,2025-06-14 09:52:12,3,244.0,243,ARS,0.0,503637.54,37892.37,97806.49,563551.66,2025-06-14 09:52:12,credit_card,563551.66,ARS,captured,2025-06-16 23:52:12,TX-200155
174,100150,24,canceled,2025-06-24 14:01:05,3,37.0,36,ARS,0.0,832027.39,63619.9,161365.57,929773.06,2025-06-24 14:01:05,,,,,,
175,100151,137,shipped,2025-06-30 14:00:13,4,212.0,211,ARS,0.0,188190.75,13173.35,36753.65,211771.05,2025-06-30 14:00:13,debit_card,211771.05,ARS,captured,2025-07-03 10:00:13,TX-200156
176,100152,54,pending,2025-06-18 04:16:06,2,,82,ARS,0.0,111187.42,0.0,23349.36,134536.78,2025-06-18 04:16:06,,,,,,
177,100153,223,created,2025-07-17 05:08:37,2,,350,ARS,3415.1,37572.9,0.0,7890.31,48878.31,2025-07-17 05:08:37,,,,,,
178,100154,36,shipped,2025-07-14 16:09:52,3,56.0,55,ARS,360.0,36816.14,736.32,7576.76,44016.58,2025-07-14 16:09:52,debit_card,44016.58,ARS,captured,2025-07-14 21:09:52,TX-200157
179,100155,103,paid,2025-06-24 20:21:47,1,160.0,159,ARS,0.0,280932.04,14046.6,56045.94,322931.38,2025-06-24 20:21:47,debit_card,322931.38,ARS,captured,2025-06-27 00:21:47,TX-200158
180,100156,50,pending,2025-06-10 13:12:20,3,76.0,75,ARS,0.0,541783.86,6976.22,112309.6,647117.25,2025-06-10 13:12:20,debit_card,535651.05,ARS,authorized,,TX-200159
181,100157,69,canceled,2025-08-12 01:38:01,1,109.0,108,ARS,0.0,421672.4,21201.35,84098.92,484569.96,2025-08-12 01:38:01,,,,,,
182,100158,25,shipped,2025-08-04 03:40:38,3,39.0,38,ARS,0.0,68920.2,2445.35,13959.72,80434.56,2025-08-04 03:40:38,credit_card,46084.95,ARS,captured,2025-08-05 17:40:38,TX-200160
183,100158,25,shipped,2025-08-04 03:40:38,3,39.0,38,ARS,0.0,68920.2,2445.35,13959.72,80434.56,2025-08-04 03:40:38,gift_card,34349.61,ARS,captured,2025-08-05 19:43:38,TX-200161
184,100159,62,canceled,2025-08-17 02:43:50,2,97.0,96,ARS,0.0,227629.02,15169.33,44616.53,257076.22,2025-08-17 02:43:50,,,,,,
185,100160,117,paid,2025-07-08 05:52:44,3,180.0,179,ARS,2120.21,42085.59,2104.28,8396.08,50497.6,2025-07-08 05:52:44,mercado_pago,30741.74,ARS,captured,2025-07-08 15:52:44,TX-200162
186,100160,117,paid,2025-07-08 05:52:44,3,180.0,179,ARS,2120.21,42085.59,2104.28,8396.08,50497.6,2025-07-08 05:52:44,bank_transfer,19755.86,ARS,captured,2025-07-08 18:08:44,TX-200163
187,100161,241,canceled,2025-08-02 01:26:29,1,379.0,378,ARS,0.0,254704.62,14207.88,50504.32,291001.06,2025-08-02 01:26:29,,,,,,
188,100162,225,shipped,2025-08-22 02:04:38,1,353.0,352,ARS,0.0,343083.72,19070.38,68042.8,392056.14,2025-08-22 02:04:38,credit_card,392056.14,ARS,captured,2025-08-22 23:04:38,TX-200164
189,100163,55,pending,2025-07-29 01:23:37,4,84.0,83,ARS,0.0,351740.85,37783.34,65931.08,379888.59,2025-07-29 01:23:37,bank_transfer,220662.82,ARS,authorized,,TX-200165
190,100164,55,paid,2025-06-03 15:23:53,1,84.0,83,ARS,0.0,542387.51,3776.98,113108.21,651718.74,2025-06-03 15:23:53,bank_transfer,651718.74,ARS,captured,2025-06-05 06:23:53,TX-200166
191,100165,229,paid,2025-06-07 03:21:56,3,361.0,360,ARS,0.0,1203800.11,81578.07,235666.63,1357888.66,2025-06-07 03:21:56,gift_card,1357888.66,ARS,captured,2025-06-09 01:21:56,TX-200167
192,100166,51,delivered,2025-08-14 22:26:47,1,78.0,77,ARS,0.0,569424.23,53842.46,108272.17,623853.95,2025-08-14 22:26:47,bank_transfer,623853.95,ARS,captured,2025-08-17 09:26:47,TX-200168
193,100167,90,canceled,2025-08-26 21:00:07,2,139.0,138,ARS,0.0,224195.34,0.0,47081.02,271276.36,2025-08-26 21:00:07,,,,,,
194,100168,167,shipped,2025-07-16 12:49:25,4,,255,ARS,0.0,786535.67,46522.4,155402.79,895416.05,2025-07-16 12:49:25,bank_transfer,895416.05,ARS,captured,2025-07-18 13:49:25,TX-200169
195,100169,58,shipped,2025-06-15 07:07:12,4,90.0,89,ARS,0.0,1048906.46,86371.42,202132.36,1164667.39,2025-06-15 07:07:12,mercado_pago,1164667.39,ARS,captured,2025-06-16 18:07:12,TX-200170
196,100170,165,delivered,2025-08-13 15:37:23,4,253.0,252,ARS,0.0,100466.82,3566.58,20349.05,117249.29,2025-08-13 15:37:23,credit_card,117249.29,ARS,captured,2025-08-14 12:37:23,TX-200171
197,100171,7,canceled,2025-08-21 22:59:32,2,11.0,10,ARS,0.0,372541.62,31197.37,71682.29,413026.54,2025-08-21 22:59:32,,,,,,
198,100172,71,delivered,2025-08-20 00:50:33,1,,111,ARS,0.0,242171.82,24217.18,45770.47,263725.11,2025-08-20 00:50:33,debit_card,108914.57,ARS,captured,2025-08-20 16:50:33,TX-200172
199,100172,71,delivered,2025-08-20 00:50:33,1,,111,ARS,0.0,242171.82,24217.18,45770.47,263725.11,2025-08-20 00:50:33,credit_card,154810.54,ARS,captured,2025-08-20 17:34:33,TX-200173
200,100173,156,pending,2025-07-14 12:37:33,1,238.0,237,ARS,0.0,677881.26,24568.82,137195.61,790508.05,2025-07-14 12:37:33,,,,,,
201,100174,231,created,2025-06-18 08:00:04,2,365.0,364,ARS,0.0,278690.24,13934.51,55598.7,320354.43,2025-06-18 08:00:04,,,,,,
202,100175,167,shipped,2025-08-03 15:52:35,3,,255,ARS,0.0,702099.44,54030.15,136094.55,784163.84,2025-08-03 15:52:35,bank_transfer,784163.84,ARS,captured,2025-08-04 13:52:35,TX-200174
203,100176,212,paid,2025-06-15 06:33:00,3,,330,ARS,0.0,206707.0,6330.82,42079.0,242455.18,2025-06-15 06:33:00,credit_card,103633.99,ARS,captured,2025-06-16 23:33:00,TX-200175
204,100176,212,paid,2025-06-15 06:33:00,3,,330,ARS,0.0,206707.0,6330.82,42079.0,242455.18,2025-06-15 06:33:00,mercado_pago,138821.19,ARS,captured,2025-06-17 01:27:00,TX-200176
205,100177,17,paid,2025-06-28 19:11:49,4,25.0,24,ARS,0.0,429923.64,25952.55,84833.93,488805.01,2025-06-28 19:11:49,bank_transfer,488805.01,ARS,captured,2025-07-01 01:11:49,TX-200177
206,100178,13,shipped,2025-07-06 15:20:12,4,20.0,19,ARS,0.0,260748.62,5214.97,53662.07,309195.71,2025-07-06 15:20:12,debit_card,309195.71,ARS,captured,2025-07-08 09:20:12,TX-200178
207,100179,71,delivered,2025-07-22 02:54:15,3,,111,ARS,0.0,773257.62,45452.52,152839.07,880644.17,2025-07-22 02:54:15,gift_card,880644.17,ARS,captured,2025-07-22 18:54:15,TX-200179
208,100180,29,delivered,2025-06-10 09:36:07,1,46.0,45,ARS,0.0,430536.27,38232.6,82383.77,474687.44,2025-06-10 09:36:07,gift_card,474687.44,ARS,captured,2025-06-12 02:36:07,TX-200180
209,100181,178,pending,2025-08-03 02:11:39,1,273.0,272,ARS,0.0,443941.0,8878.82,91363.06,526425.24,2025-08-03 02:11:39,,,,,,
210,100182,220,delivered,2025-07-10 16:31:49,3,345.0,344,ARS,0.0,192053.42,10594.88,38106.29,219564.83,2025-07-10 16:31:49,gift_card,219564.83,ARS,captured,2025-07-13 02:31:49,TX-200181
211,100183,31,paid,2025-06-28 05:29:02,1,,48,ARS,0.0,582878.87,37088.67,114615.94,660406.14,2025-06-28 05:29:02,debit_card,248167.32,ARS,captured,2025-06-30 12:29:02,TX-200182
212,100183,31,paid,2025-06-28 05:29:02,1,,48,ARS,0.0,582878.87,37088.67,114615.94,660406.14,2025-06-28 05:29:02,mercado_pago,412238.82,ARS,captured,2025-06-30 17:05:02,TX-200183
213,100184,175,shipped,2025-06-15 07:59:40,1,269.0,268,ARS,1597.07,36801.51,3680.15,6955.49,41673.91,2025-06-15 07:59:40,mercado_pago,41673.91,ARS,captured,2025-06-15 16:59:40,TX-200184
214,100185,190,delivered,2025-08-28 08:41:16,3,294.0,293,ARS,0.0,263144.45,2292.73,54778.86,315630.58,2025-08-28 08:41:16,bank_transfer,96296.97,ARS,captured,2025-08-30 19:41:16,TX-200185
215,100185,190,delivered,2025-08-28 08:41:16,3,294.0,293,ARS,0.0,263144.45,2292.73,54778.86,315630.58,2025-08-28 08:41:16,gift_card,219333.61,ARS,captured,2025-08-30 22:37:16,TX-200186
216,100186,199,pending,2025-07-13 16:28:45,1,309.0,308,ARS,0.0,963462.76,48173.14,192210.82,1107500.44,2025-07-13 16:28:45,,,,,,
217,100187,70,pending,2025-07-23 08:01:09,1,,110,ARS,0.0,323336.98,13526.24,65060.25,374870.99,2025-07-23 08:01:09,,,,,,
218,100188,50,shipped,2025-07-06 22:49:27,4,76.0,75,ARS,0.0,532074.0,37127.63,103938.74,598885.11,2025-07-06 22:49:27,gift_card,598885.11,ARS,captured,2025-07-09 17:49:27,TX-200187
219,100189,117,paid,2025-08-15 04:29:38,1,180.0,179,ARS,0.0,190745.22,0.0,40056.5,230801.72,2025-08-15 04:29:38,credit_card,230801.72,ARS,captured,2025-08-17 12:29:38,TX-200188
220,100190,202,canceled,2025-08-31 09:51:17,2,315.0,314,ARS,0.0,297767.86,26989.63,56863.43,327641.66,2025-08-31 09:51:17,mercado_pago,327641.66,ARS,refunded,2025-09-04 09:51:17,TX-200189
221,100191,103,delivered,2025-07-09 21:44:15,1,160.0,159,ARS,0.0,515729.9,11141.72,105963.52,610551.7,2025-07-09 21:44:15,mercado_pago,610551.7,ARS,captured,2025-07-12 03:44:15,TX-200190
222,100192,246,pending,2025-06-18 22:23:56,4,,387,ARS,0.0,287456.42,22406.54,55660.47,320710.35,2025-06-18 22:23:56,debit_card,248898.77,ARS,authorized,,TX-200191
223,100193,118,pending,2025-07-05 23:39:41,1,,181,ARS,0.0,322679.25,0.0,67762.64,390441.89,2025-07-05 23:39:41,,,,,,
224,100194,32,delivered,2025-08-06 05:14:54,1,50.0,49,ARS,0.0,888530.53,61015.92,173778.07,1001292.68,2025-08-06 05:14:54,gift_card,300402.11,ARS,captured,2025-08-07 07:14:54,TX-200192
225,100194,32,delivered,2025-08-06 05:14:54,1,50.0,49,ARS,0.0,888530.53,61015.92,173778.07,1001292.68,2025-08-06 05:14:54,credit_card,700890.57,ARS,captured,2025-08-07 11:45:54,TX-200193
226,100195,38,paid,2025-08-24 08:45:46,1,59.0,58,ARS,0.0,133415.84,13896.87,25098.98,144617.96,2025-08-24 08:45:46,credit_card,144617.96,ARS,captured,2025-08-26 22:45:46,TX-200194
227,100196,71,paid,2025-06-14 16:53:32,4,,111,ARS,0.0,198514.98,0.0,41688.15,240203.13,2025-06-14 16:53:32,debit_card,159212.25,ARS,captured,2025-06-17 01:53:32,TX-200195
228,100196,71,paid,2025-06-14 16:53:32,4,,111,ARS,0.0,198514.98,0.0,41688.15,240203.13,2025-06-14 16:53:32,bank_transfer,80990.88,ARS,captured,2025-06-17 05:52:32,TX-200196
229,100197,220,paid,2025-08-30 19:07:00,2,345.0,344,ARS,0.0,193380.46,18181.39,36791.8,211990.87,2025-08-30 19:07:00,credit_card,211990.87,ARS,captured,2025-09-01 10:07:00,TX-200197
230,100198,247,shipped,2025-06-24 20:58:22,4,389.0,388,ARS,0.0,232798.85,17426.33,45228.23,260600.75,2025-06-24 20:58:22,debit_card,260600.75,ARS,captured,2025-06-25 00:58:22,TX-200198
231,100199,30,delivered,2025-06-10 16:04:32,1,,47,ARS,0.0,326929.76,21521.59,64135.72,369543.89,2025-06-10 16:04:32,bank_transfer,148186.35,ARS,captured,2025-06-13 16:04:32,TX-200199
232,100199,30,delivered,2025-06-10 16:04:32,1,,47,ARS,0.0,326929.76,21521.59,64135.72,369543.89,2025-06-10 16:04:32,mercado_pago,221357.54,ARS,captured,2025-06-13 18:04:32,TX-200200
233,100200,128,delivered,2025-08-13 17:14:53,2,,195,ARS,0.0,550530.87,48014.98,105528.34,608044.22,2025-08-13 17:14:53,debit_card,608044.22,ARS,captured,2025-08-14 03:14:53,TX-200201
234,100201,80,shipped,2025-08-09 04:02:12,4,,123,ARS,0.0,725536.37,18452.78,148487.55,855571.14,2025-08-09 04:02:12,mercado_pago,855571.14,ARS,captured,2025-08-12 03:02:12,TX-200202
235,100202,27,shipped,2025-06-29 23:40:40,1,42.0,41,ARS,0.0,223912.28,8479.6,45240.86,260673.54,2025-06-29 23:40:40,credit_card,260673.54,ARS,captured,2025-07-02 00:40:40,TX-200203
236,100203,106,canceled,2025-06-02 09:05:57,1,166.0,165,ARS,2631.34,21220.82,424.42,4367.24,27794.99,2025-06-02 09:05:57,,,,,,
237,100204,75,shipped,2025-08-01 23:56:30,2,,116,ARS,5630.22,21220.82,1061.04,4233.55,30023.55,2025-08-01 23:56:30,mercado_pago,30023.55,ARS,captured,2025-08-03 02:56:30,TX-200204
238,100205,60,delivered,2025-06-27 04:28:08,3,,93,ARS,0.0,251209.58,12844.15,50056.74,288422.16,2025-06-27 04:28:08,gift_card,288422.16,ARS,captured,2025-06-27 09:28:08,TX-200205
239,100206,237,delivered,2025-08-15 07:53:02,3,374.0,373,ARS,0.0,341457.18,34145.72,64535.41,371846.87,2025-08-15 07:53:02,credit_card,371846.87,ARS,captured,2025-08-17 15:53:02,TX-200206
240,100207,198,paid,2025-07-21 01:24:20,3,307.0,306,ARS,0.0,542208.45,57484.49,101792.03,586515.99,2025-07-21 01:24:20,debit_card,586515.99,ARS,captured,2025-07-22 19:24:20,TX-200207
241,100208,120,canceled,2025-08-01 23:13:10,1,184.0,183,ARS,0.0,154074.56,15407.46,29120.09,167787.2,2025-08-01 23:13:10,,,,,,
242,100209,197,paid,2025-08-03 04:37:55,3,305.0,304,ARS,0.0,118537.52,551.41,24777.08,142763.19,2025-08-03 04:37:55,bank_transfer,71765.3,ARS,captured,2025-08-03 09:37:55,TX-200208
243,100209,197,paid,2025-08-03 04:37:55,3,305.0,304,ARS,0.0,118537.52,551.41,24777.08,142763.19,2025-08-03 04:37:55,mercado_pago,70997.89,ARS,captured,2025-08-03 10:03:55,TX-200209
244,100210,67,created,2025-07-16 19:40:36,3,106.0,105,ARS,0.0,138117.94,0.0,29004.77,167122.71,2025-07-16 19:40:36,gift_card,76049.21,ARS,authorized,,TX-200210
245,100211,96,pending,2025-07-25 10:18:24,4,149.0,148,ARS,0.0,322312.2,23260.53,62800.85,361852.53,2025-07-25 10:18:24,,,,,,
246,100212,42,created,2025-06-20 21:31:33,3,,64,ARS,0.0,218155.74,4363.11,44896.45,258689.08,2025-06-20 21:31:33,,,,,,
247,100213,183,delivered,2025-07-19 21:12:53,3,282.0,281,ARS,0.0,101691.38,12202.97,18792.57,108280.98,2025-07-19 21:12:53,debit_card,108280.98,ARS,captured,2025-07-20 08:12:53,TX-200211
248,100214,249,delivered,2025-07-27 14:55:29,1,392.0,391,ARS,0.0,526515.3,15026.78,107412.59,618901.11,2025-07-27 14:55:29,debit_card,618901.11,ARS,captured,2025-07-30 00:55:29,TX-200212
249,100215,31,paid,2025-08-10 17:06:25,4,,48,ARS,0.0,139345.12,9754.16,27214.1,156805.06,2025-08-10 17:06:25,credit_card,156805.06,ARS,captured,2025-08-10 21:06:25,TX-200213
250,100216,91,shipped,2025-08-11 08:47:25,2,141.0,140,ARS,0.0,855856.87,31885.06,173034.08,997005.89,2025-08-11 08:47:25,bank_transfer,997005.89,ARS,captured,2025-08-13 18:47:25,TX-200214
251,100217,242,paid,2025-08-03 12:25:10,1,381.0,380,ARS,3478.97,34725.87,3472.59,6563.19,41295.44,2025-08-03 12:25:10,bank_transfer,41295.44,ARS,captured,2025-08-05 19:25:10,TX-200215
252,100218,209,shipped,2025-07-06 20:56:24,2,326.0,325,ARS,0.0,461103.66,27280.09,91102.95,524926.52,2025-07-06 20:56:24,mercado_pago,524926.52,ARS,captured,2025-07-08 01:56:24,TX-200216
253,100219,73,delivered,2025-08-06 04:35:38,4,,113,ARS,0.0,601043.56,26015.85,120755.82,695783.53,2025-08-06 04:35:38,credit_card,695783.53,ARS,captured,2025-08-06 19:35:38,TX-200217
254,100220,243,paid,2025-08-15 13:41:50,1,383.0,382,ARS,0.0,364619.74,20438.81,72277.99,416458.92,2025-08-15 13:41:50,debit_card,416458.92,ARS,captured,2025-08-18 05:41:50,TX-200218
255,100221,192,created,2025-06-09 17:51:55,2,,296,ARS,0.0,462629.09,32384.04,90351.46,520596.51,2025-06-09 17:51:55,,,,,,
256,100222,169,delivered,2025-06-30 10:38:08,2,258.0,257,ARS,0.0,861389.45,59438.64,168409.67,970360.48,2025-06-30 10:38:08,bank_transfer,970360.48,ARS,captured,2025-07-02 20:38:08,TX-200219
257,100223,198,paid,2025-07-11 14:58:20,3,307.0,306,ARS,0.0,630644.09,11944.95,129926.82,748625.96,2025-07-11 14:58:20,debit_card,748625.96,ARS,captured,2025-07-13 06:58:20,TX-200220
258,100224,200,delivered,2025-08-18 22:14:12,1,311.0,310,ARS,0.0,278428.02,25545.88,53105.25,305987.39,2025-08-18 22:14:12,gift_card,305987.39,ARS,captured,2025-08-20 17:14:12,TX-200221
259,100225,129,delivered,2025-06-06 05:42:51,4,197.0,196,ARS,0.0,457846.04,37362.84,88301.47,508784.67,2025-06-06 05:42:51,mercado_pago,303342.66,ARS,captured,2025-06-08 09:42:51,TX-200222
260,100225,129,delivered,2025-06-06 05:42:51,4,197.0,196,ARS,0.0,457846.04,37362.84,88301.47,508784.67,2025-06-06 05:42:51,credit_card,205442.01,ARS,captured,2025-06-08 10:26:51,TX-200223
261,100226,68,paid,2025-07-25 03:23:17,4,,107,ARS,0.0,647504.26,52661.15,124917.05,719760.16,2025-07-25 03:23:17,bank_transfer,719760.16,ARS,captured,2025-07-28 00:23:17,TX-200224
262,100227,244,delivered,2025-08-31 03:56:35,3,,384,ARS,0.0,820349.94,43295.36,163181.46,940236.04,2025-08-31 03:56:35,credit_card,518977.89,ARS,captured,2025-09-01 22:56:35,TX-200225
263,100227,244,delivered,2025-08-31 03:56:35,3,,384,ARS,0.0,820349.94,43295.36,163181.46,940236.04,2025-08-31 03:56:35,gift_card,421258.15,ARS,captured,2025-09-02 03:48:35,TX-200226
264,100228,69,delivered,2025-08-02 19:51:51,2,109.0,108,ARS,0.0,952434.64,82998.22,182581.65,1052018.07,2025-08-02 19:51:51,credit_card,1052018.07,ARS,captured,2025-08-03 05:51:51,TX-200227
265,100229,70,shipped,2025-07-18 20:31:39,3,,110,ARS,0.0,357369.21,39091.89,66838.24,385115.55,2025-07-18 20:31:39,mercado_pago,385115.55,ARS,captured,2025-07-20 20:31:39,TX-200228
266,100230,25,paid,2025-06-08 22:45:16,4,39.0,38,ARS,0.0,233492.54,12260.12,46458.81,267691.23,2025-06-08 22:45:16,bank_transfer,267691.23,ARS,captured,2025-06-10 14:45:16,TX-200229
267,100231,169,pending,2025-06-20 03:44:57,2,258.0,257,ARS,4781.31,25603.82,932.93,5180.89,34633.08,2025-06-20 03:44:57,,,,,,
