session_id,session_date,channel,customer_id,campaign_id
12676,2025-05-08,social,91.0,
12677,2025-05-22,organic_search,4293.0,
12678,2025-05-29,organic_search,,
12679,2025-06-15,direct,,
12680,2025-05-05,social,,
12681,2025-06-08,organic_search,,
12682,2025-05-23,paid_search,,
12683,2025-07-13,paid_search,,
12684,2025-06-10,organic_search,19.0,
12685,2025-07-19,paid_search,93.0,
12686,2025-05-06,social,,
12687,2025-06-17,email,,9.0
12688,2025-05-06,organic_search,,
12689,2025-06-13,social,,4.0
12690,2025-06-04,affiliate,,
12691,2025-05-12,direct,1870.0,
12692,2025-07-19,paid_search,,
12693,2025-05-27,email,,8.0
12694,2025-05-03,social,2480.0,
12695,2025-07-18,paid_search,1903.0,
12696,2025-05-13,social,4721.0,
12697,2025-06-25,paid_search,,
12698,2025-06-22,organic_search,,
12699,2025-05-20,social,,
12700,2025-05-19,paid_search,3819.0,
12701,2025-05-02,organic_search,,
12702,2025-05-08,paid_search,665.0,
12703,2025-06-18,direct,,
12704,2025-07-04,social,1681.0,6.0
12705,2025-05-06,paid_search,,
12706,2025-05-03,direct,,
12707,2025-05-08,organic_search,399.0,
12708,2025-07-16,direct,4414.0,
12709,2025-05-13,organic_search,,
12710,2025-05-03,direct,3770.0,
12711,2025-05-11,direct,,
12712,2025-05-10,direct,,
12713,2025-06-13,organic_search,,
12714,2025-05-13,paid_search,,
12715,2025-06-11,paid_search,373.0,3.0
12716,2025-06-05,social,,4.0
12717,2025-07-03,organic_search,,
12718,2025-06-08,direct,,
12719,2025-07-19,paid_search,4359.0,
12720,2025-05-18,direct,,
12721,2025-06-02,organic_search,,
12722,2025-07-21,affiliate,1283.0,
12723,2025-06-26,direct,,
12724,2025-05-19,affiliate,,
12725,2025-05-15,paid_search,,
12726,2025-06-19,paid_search,,
12727,2025-06-03,affiliate,,10.0
12728,2025-06-18,direct,,
12729,2025-06-23,paid_search,,2.0
12730,2025-06-07,social,,4.0
12731,2025-07-23,social,,
12732,2025-07-15,direct,,
12733,2025-06-16,social,1931.0,4.0
12734,2025-05-13,affiliate,,
12735,2025-05-05,affiliate,,
12736,2025-06-10,social,,
12737,2025-05-20,social,3028.0,
12738,2025-07-13,organic_search,,
12739,2025-07-13,organic_search,3980.0,
12740,2025-06-06,paid_search,,1.0
12741,2025-05-04,organic_search,,
12742,2025-06-06,organic_search,,
12743,2025-07-23,organic_search,,
12744,2025-06-24,paid_search,3857.0,2.0
12745,2025-07-10,paid_search,,2.0
12746,2025-06-02,direct,,
12747,2025-05-03,direct,,
12748,2025-05-05,organic_search,4005.0,
12749,2025-07-16,paid_search,,
12750,2025-07-31,organic_search,1588.0,
12751,2025-07-21,direct,,
12752,2025-07-26,paid_search,,
12753,2025-07-14,organic_search,,
12754,2025-05-07,organic_search,,
12755,2025-07-11,paid_search,4514.0,2.0
12756,2025-07-09,social,4406.0,5.0
12757,2025-06-14,social,,4.0
12758,2025-06-28,direct,759.0,
12759,2025-07-07,email,,
12760,2025-07-02,social,,6.0
12761,2025-07-23,direct,,
12762,2025-05-12,paid_search,,3.0
12763,2025-07-26,organic_search,301.0,
12764,2025-07-15,organic_search,2351.0,
12765,2025-06-01,direct,1117.0,
12766,2025-06-25,organic_search,,
12767,2025-05-04,direct,3388.0,
12768,2025-05-30,organic_search,3335.0,
12769,2025-07-26,organic_search,,
12770,2025-05-19,paid_search,,3.0
12771,2025-07-22,direct,2189.0,
12772,2025-05-28,email,2203.0,
12773,2025-07-01,direct,,
12774,2025-05-12,direct,,
12775,2025-05-25,direct,,
12776,2025-07-20,organic_search,,
12777,2025-05-08,organic_search,,
12778,2025-07-06,paid_search,,
12779,2025-06-02,direct,1303.0,
12780,2025-05-12,organic_search,3105.0,
12781,2025-06-17,social,4339.0,4.0
12782,2025-05-15,email,3170.0,
12783,2025-07-24,organic_search,,
12784,2025-05-01,direct,,
12785,2025-07-01,social,,5.0
12786,2025-05-01,direct,,
12787,2025-06-03,organic_search,,
12788,2025-06-23,organic_search,,
12789,2025-05-26,paid_search,1395.0,
12790,2025-07-29,organic_search,1160.0,
12791,2025-07-05,organic_search,,
12792,2025-05-18,paid_search,,1.0
12793,2025-06-01,direct,1859.0,
12794,2025-05-04,social,,
12795,2025-05-07,paid_search,,
12796,2025-07-02,social,1434.0,5.0
12797,2025-06-12,social,,4.0
12798,2025-07-11,organic_search,,
12799,2025-06-26,direct,1693.0,
12800,2025-07-27,paid_search,,
12801,2025-05-02,paid_search,,
12802,2025-05-29,organic_search,1374.0,
12803,2025-07-30,direct,,
12804,2025-07-04,direct,,
12805,2025-07-08,social,,5.0
12806,2025-06-29,organic_search,,
12807,2025-07-20,email,2934.0,
12808,2025-07-03,direct,,
12809,2025-07-10,paid_search,,2.0
12810,2025-07-11,affiliate,,12.0
12811,2025-06-10,paid_search,,
12812,2025-06-14,direct,,
12813,2025-05-14,email,2161.0,
12814,2025-07-30,direct,2466.0,
12815,2025-06-28,organic_search,,
12816,2025-05-19,paid_search,,1.0
12817,2025-07-11,email,,7.0
12818,2025-05-11,organic_search,,
12819,2025-06-14,organic_search,,
12820,2025-06-02,direct,,
12821,2025-07-08,paid_search,,2.0
12822,2025-05-29,organic_search,,
12823,2025-07-31,organic_search,2802.0,
12824,2025-07-05,organic_search,878.0,
12825,2025-05-18,paid_search,1145.0,1.0
12826,2025-06-24,social,892.0,6.0
12827,2025-06-04,organic_search,,
12828,2025-06-01,organic_search,,
12829,2025-05-19,organic_search,,
12830,2025-05-04,organic_search,,
12831,2025-06-13,direct,1242.0,
12832,2025-07-15,direct,3997.0,
12833,2025-07-08,email,4429.0,
12834,2025-05-23,organic_search,,
12835,2025-07-29,paid_search,,
12836,2025-06-14,organic_search,,
12837,2025-05-22,organic_search,1383.0,
12838,2025-06-18,direct,2646.0,
12839,2025-06-13,email,,8.0
12840,2025-06-07,organic_search,,
12841,2025-07-13,affiliate,,12.0
12842,2025-05-09,email,,
12843,2025-06-26,direct,2735.0,
12844,2025-05-29,direct,,
12845,2025-07-08,direct,,
12846,2025-05-18,organic_search,,
12847,2025-06-04,organic_search,,
12848,2025-07-07,direct,,
12849,2025-06-05,organic_search,4613.0,
12850,2025-07-03,social,2674.0,5.0
12851,2025-05-19,social,,
12852,2025-05-31,direct,3344.0,
12853,2025-06-27,organic_search,1520.0,
12854,2025-07-25,organic_search,,
12855,2025-05-25,organic_search,,
12856,2025-05-04,organic_search,1179.0,
12857,2025-06-07,direct,3520.0,
12858,2025-07-28,paid_search,,
12859,2025-05-24,email,,
12860,2025-07-02,social,,5.0
12861,2025-05-12,organic_search,,
12862,2025-06-08,affiliate,,
12863,2025-06-03,direct,2615.0,
12864,2025-07-13,organic_search,,
12865,2025-07-12,social,,6.0
12866,2025-05-19,email,,
12867,2025-05-08,direct,,
12868,2025-06-19,paid_search,4933.0,
12869,2025-07-18,direct,183.0,
12870,2025-06-13,organic_search,,
12871,2025-05-03,organic_search,,
12872,2025-06-17,paid_search,,
12873,2025-07-14,paid_search,,
12874,2025-05-31,paid_search,,1.0
12875,2025-06-17,social,,6.0
12876,2025-06-10,organic_search,1243.0,
12877,2025-05-16,email,2965.0,
12878,2025-06-10,paid_search,,3.0
12879,2025-05-13,direct,2167.0,
12880,2025-06-27,organic_search,,
12881,2025-05-01,affiliate,,
12882,2025-06-23,social,4534.0,
12883,2025-06-06,organic_search,,
12884,2025-05-01,organic_search,637.0,
12885,2025-06-26,affiliate,2577.0,11.0
12886,2025-07-10,organic_search,,
12887,2025-06-24,social,2669.0,5.0
12888,2025-05-08,organic_search,,
12889,2025-07-12,direct,,
12890,2025-07-09,email,4833.0,7.0
12891,2025-07-29,direct,,
12892,2025-06-14,social,,
12893,2025-05-19,social,712.0,
12894,2025-06-26,paid_search,,2.0
12895,2025-06-10,organic_search,,
12896,2025-07-08,affiliate,,
12897,2025-07-22,paid_search,4155.0,
12898,2025-07-31,direct,1986.0,
12899,2025-05-08,direct,3137.0,
12900,2025-07-21,direct,,
12901,2025-06-26,social,,5.0
12902,2025-05-25,direct,138.0,
12903,2025-07-12,email,3260.0,9.0
12904,2025-05-09,direct,,
12905,2025-05-02,organic_search,,
12906,2025-06-08,direct,,
12907,2025-07-07,paid_search,2847.0,2.0
12908,2025-05-07,social,,
12909,2025-07-12,organic_search,1255.0,
12910,2025-05-17,organic_search,4466.0,
12911,2025-07-27,organic_search,,
12912,2025-07-17,paid_search,3633.0,2.0
12913,2025-07-01,paid_search,,2.0
12914,2025-07-30,social,,
12915,2025-06-29,direct,3286.0,
12916,2025-07-10,direct,,
12917,2025-07-25,paid_search,,
12918,2025-07-18,social,801.0,6.0
12919,2025-07-31,organic_search,,
12920,2025-05-11,direct,,
12921,2025-06-02,email,,
12922,2025-07-02,social,1172.0,4.0
12923,2025-05-12,organic_search,2017.0,
12924,2025-06-28,email,,7.0
12925,2025-06-25,organic_search,,
12926,2025-06-03,email,,8.0
12927,2025-07-22,affiliate,,
12928,2025-06-13,direct,,
12929,2025-06-25,direct,,
12930,2025-05-10,direct,,
12931,2025-06-17,organic_search,4333.0,
12932,2025-07-06,paid_search,,2.0
12933,2025-05-17,direct,,
12934,2025-07-24,paid_search,,
12935,2025-05-13,paid_search,3759.0,3.0
12936,2025-07-04,organic_search,638.0,
12937,2025-07-25,direct,,
12938,2025-05-09,email,,
12939,2025-05-16,email,702.0,
12940,2025-07-26,social,,
12941,2025-05-23,social,,
12942,2025-05-08,organic_search,3341.0,
12943,2025-05-27,direct,,
12944,2025-06-30,direct,1309.0,
12945,2025-07-11,social,,6.0
12946,2025-06-24,organic_search,,
12947,2025-06-26,direct,1126.0,
12948,2025-05-24,paid_search,4253.0,
12949,2025-05-16,organic_search,,
12950,2025-05-11,organic_search,2754.0,
12951,2025-05-05,direct,,
12952,2025-05-07,organic_search,,
12953,2025-07-08,organic_search,,
12954,2025-07-12,direct,,
12955,2025-07-26,social,3687.0,
12956,2025-06-14,email,,7.0
12957,2025-05-12,organic_search,,
12958,2025-07-17,email,,
12959,2025-06-06,social,,4.0
12960,2025-07-05,direct,,
12961,2025-06-17,direct,,
12962,2025-06-05,paid_search,2486.0,
12963,2025-06-22,paid_search,,2.0
12964,2025-06-23,organic_search,,
12965,2025-06-11,paid_search,,3.0
12966,2025-06-25,organic_search,,
12967,2025-05-12,paid_search,123.0,
12968,2025-05-30,paid_search,,1.0
12969,2025-07-18,direct,,
12970,2025-05-15,organic_search,,
12971,2025-05-11,affiliate,,
12972,2025-07-02,email,1009.0,
12973,2025-06-21,organic_search,1947.0,
12974,2025-07-11,social,606.0,6.0
12975,2025-06-18,organic_search,1236.0,
12976,2025-06-30,email,,9.0
12977,2025-05-12,organic_search,,
12978,2025-05-26,direct,2754.0,
12979,2025-06-04,organic_search,,
12980,2025-06-24,social,,5.0
12981,2025-06-27,affiliate,,11.0
12982,2025-07-24,paid_search,,
12983,2025-07-11,organic_search,,
12984,2025-06-10,organic_search,,
12985,2025-07-18,direct,,
12986,2025-05-23,social,675.0,
12987,2025-06-23,direct,1247.0,
12988,2025-06-21,direct,,
12989,2025-07-24,direct,4342.0,
12990,2025-05-14,organic_search,4611.0,
12991,2025-07-03,organic_search,,
12992,2025-07-11,direct,1737.0,
12993,2025-06-08,paid_search,,
12994,2025-07-03,paid_search,,2.0
12995,2025-07-09,paid_search,1368.0,2.0
12996,2025-06-11,organic_search,,
12997,2025-07-09,social,2612.0,
12998,2025-06-21,direct,,
12999,2025-07-19,affiliate,,
13000,2025-05-15,direct,384.0,
13001,2025-05-25,social,,
13002,2025-07-17,social,,6.0
13003,2025-05-01,email,,
13004,2025-05-25,affiliate,,10.0
13005,2025-05-13,organic_search,,
13006,2025-07-18,organic_search,,
13007,2025-07-25,direct,4718.0,
13008,2025-07-25,paid_search,,
13009,2025-05-30,direct,2301.0,
13010,2025-07-16,organic_search,285.0,
13011,2025-06-20,email,,9.0
13012,2025-07-10,organic_search,,
13013,2025-07-19,organic_search,,
13014,2025-05-30,paid_search,,3.0
13015,2025-05-02,direct,,
13016,2025-07-01,organic_search,,
13017,2025-06-06,direct,,
13018,2025-07-13,direct,,
13019,2025-07-13,direct,1696.0,
13020,2025-05-17,direct,,
13021,2025-05-02,paid_search,,
13022,2025-05-04,paid_search,,
13023,2025-06-03,email,,8.0
13024,2025-07-28,direct,951.0,
13025,2025-07-28,affiliate,,
13026,2025-06-08,paid_search,2200.0,1.0
13027,2025-06-08,organic_search,,
13028,2025-05-12,social,,
13029,2025-06-29,paid_search,,
13030,2025-05-13,affiliate,,
13031,2025-07-19,paid_search,,
13032,2025-06-10,direct,,
13033,2025-07-29,social,2083.0,
13034,2025-07-15,organic_search,,
13035,2025-07-13,paid_search,,
13036,2025-07-11,affiliate,,
13037,2025-07-21,organic_search,4070.0,
13038,2025-07-03,paid_search,,2.0
13039,2025-07-17,organic_search,4659.0,
13040,2025-06-17,social,842.0,6.0
13041,2025-05-23,organic_search,1072.0,
13042,2025-06-26,social,,
13043,2025-07-08,organic_search,,
13044,2025-06-09,paid_search,,3.0
13045,2025-06-07,social,,4.0
13046,2025-06-05,organic_search,,
13047,2025-05-20,direct,1664.0,
13048,2025-06-03,organic_search,311.0,
13049,2025-05-31,organic_search,,
13050,2025-07-14,organic_search,,
13051,2025-05-07,direct,,
13052,2025-06-09,direct,1033.0,
13053,2025-06-12,paid_search,4658.0,3.0
13054,2025-07-31,organic_search,,
13055,2025-07-06,email,,9.0
13056,2025-06-10,paid_search,581.0,3.0
13057,2025-06-16,paid_search,,2.0
13058,2025-05-14,paid_search,,3.0
13059,2025-05-19,direct,,
13060,2025-05-12,direct,,
13061,2025-06-15,direct,,
13062,2025-05-22,direct,,
13063,2025-07-20,paid_search,,
13064,2025-05-02,social,,
13065,2025-05-28,organic_search,,
13066,2025-07-24,paid_search,3974.0,
13067,2025-07-23,organic_search,,
13068,2025-05-25,organic_search,,
13069,2025-07-16,organic_search,,
13070,2025-07-28,social,,
13071,2025-05-22,direct,629.0,
13072,2025-06-01,direct,4070.0,
13073,2025-07-30,organic_search,,
13074,2025-06-23,organic_search,4643.0,
13075,2025-06-21,paid_search,,
13076,2025-07-29,organic_search,,
13077,2025-06-21,organic_search,1346.0,
13078,2025-05-08,affiliate,,
13079,2025-05-19,paid_search,,
13080,2025-07-02,affiliate,,12.0
13081,2025-06-15,social,,6.0
13082,2025-05-05,organic_search,4321.0,
13083,2025-05-13,affiliate,3982.0,
13084,2025-05-14,organic_search,,
13085,2025-06-08,direct,2024.0,
13086,2025-06-06,direct,,
13087,2025-05-07,organic_search,4534.0,
13088,2025-06-07,direct,6.0,
13089,2025-07-13,direct,1444.0,
13090,2025-06-06,social,,
13091,2025-05-01,paid_search,,
13092,2025-07-31,paid_search,,
13093,2025-07-05,paid_search,,
13094,2025-05-18,social,4836.0,
13095,2025-06-08,organic_search,,
13096,2025-06-18,organic_search,,
13097,2025-05-22,direct,,
13098,2025-05-28,affiliate,,10.0
13099,2025-06-11,organic_search,,
13100,2025-06-01,direct,,
13101,2025-07-04,direct,,
13102,2025-07-28,direct,,
13103,2025-07-11,social,,6.0
13104,2025-05-18,direct,793.0,
13105,2025-07-21,organic_search,2027.0,
13106,2025-05-18,direct,,
13107,2025-06-07,organic_search,,
13108,2025-06-24,direct,,
13109,2025-05-02,paid_search,3684.0,
13110,2025-06-05,social,,4.0
13111,2025-07-13,organic_search,254.0,
13112,2025-05-04,organic_search,,
13113,2025-05-31,email,70.0,8.0
13114,2025-06-12,affiliate,,10.0
13115,2025-05-13,email,1737.0,
13116,2025-06-16,direct,,
13117,2025-05-19,paid_search,820.0,
13118,2025-05-14,social,,
13119,2025-07-24,paid_search,,
13120,2025-05-24,social,,
13121,2025-06-24,direct,,
13122,2025-07-05,organic_search,,
13123,2025-07-05,direct,4486.0,
13124,2025-06-20,organic_search,,
13125,2025-06-09,email,,8.0
13126,2025-05-21,direct,,
13127,2025-07-02,organic_search,,
13128,2025-06-16,email,,7.0
13129,2025-06-05,organic_search,,
13130,2025-05-05,organic_search,,
13131,2025-05-05,organic_search,,
13132,2025-06-09,paid_search,2952.0,3.0
13133,2025-07-17,social,,6.0
13134,2025-06-30,social,,
13135,2025-05-27,email,,8.0
13136,2025-06-06,organic_search,1019.0,
13137,2025-07-16,email,,
13138,2025-07-03,social,,6.0
13139,2025-07-03,email,,7.0
13140,2025-06-23,social,,4.0
13141,2025-06-25,organic_search,,
13142,2025-05-16,organic_search,,
13143,2025-06-30,paid_search,,2.0
13144,2025-06-06,direct,1289.0,
13145,2025-07-17,organic_search,538.0,
13146,2025-06-08,paid_search,,3.0
13147,2025-06-15,organic_search,,
13148,2025-05-14,paid_search,,3.0
13149,2025-05-23,organic_search,,
13150,2025-06-11,organic_search,,
13151,2025-05-28,email,3768.0,8.0
13152,2025-05-07,social,4812.0,
13153,2025-06-23,organic_search,,
13154,2025-05-28,affiliate,719.0,
13155,2025-06-16,paid_search,,2.0
13156,2025-05-08,organic_search,,
13157,2025-05-04,social,3901.0,
13158,2025-05-18,organic_search,,
13159,2025-05-08,direct,1627.0,
13160,2025-06-16,social,,4.0
13161,2025-05-17,social,3635.0,
13162,2025-05-01,direct,2839.0,
13163,2025-06-29,direct,,
13164,2025-06-28,organic_search,1626.0,
13165,2025-06-05,direct,,
13166,2025-07-31,organic_search,,
13167,2025-06-02,direct,,
13168,2025-07-03,affiliate,,
13169,2025-05-13,organic_search,596.0,
13170,2025-05-12,organic_search,,
13171,2025-05-21,paid_search,,
13172,2025-06-13,direct,2708.0,
13173,2025-06-19,organic_search,,
13174,2025-05-24,organic_search,,
13175,2025-06-27,paid_search,,2.0
13176,2025-05-14,direct,1108.0,
13177,2025-07-09,direct,,
13178,2025-05-19,paid_search,,
13179,2025-06-07,organic_search,4534.0,
13180,2025-07-24,paid_search,,
13181,2025-07-15,organic_search,,
13182,2025-05-25,organic_search,1376.0,
13183,2025-06-23,direct,3317.0,
13184,2025-05-26,affiliate,,10.0
13185,2025-07-01,paid_search,,2.0
13186,2025-05-12,direct,,
13187,2025-05-19,direct,,
13188,2025-06-03,paid_search,,3.0
13189,2025-05-28,email,,
13190,2025-06-22,direct,,
13191,2025-05-10,direct,3866.0,
13192,2025-05-03,social,2881.0,
13193,2025-07-17,paid_search,4619.0,
13194,2025-06-24,paid_search,,
13195,2025-05-25,organic_search,,
13196,2025-05-25,direct,1280.0,
13197,2025-07-25,affiliate,658.0,
13198,2025-05-16,organic_search,,
13199,2025-06-17,organic_search,3306.0,
13200,2025-06-29,direct,,
13201,2025-06-10,social,,4.0
13202,2025-05-17,organic_search,,
13203,2025-06-01,organic_search,,
13204,2025-06-28,organic_search,3583.0,
13205,2025-07-13,organic_search,,
13206,2025-05-23,paid_search,,1.0
13207,2025-05-03,social,4627.0,
13208,2025-07-20,social,,6.0
13209,2025-05-02,social,,
13210,2025-07-10,email,,9.0
13211,2025-07-29,organic_search,904.0,
13212,2025-07-03,organic_search,,
13213,2025-07-30,direct,427.0,
13214,2025-07-24,direct,,
13215,2025-06-24,direct,,
13216,2025-07-19,organic_search,2266.0,
13217,2025-07-30,organic_search,,
13218,2025-06-02,direct,,
13219,2025-06-17,paid_search,,
13220,2025-07-05,affiliate,12.0,11.0
13221,2025-06-17,direct,,
13222,2025-07-24,organic_search,,
13223,2025-06-30,social,3704.0,
13224,2025-05-10,social,,
13225,2025-07-05,paid_search,,2.0
13226,2025-07-16,direct,4808.0,
13227,2025-07-12,affiliate,3889.0,12.0
13228,2025-05-22,direct,2293.0,
13229,2025-05-09,organic_search,,
13230,2025-05-29,social,,
13231,2025-05-19,affiliate,,
13232,2025-07-22,paid_search,,
13233,2025-05-04,social,896.0,
13234,2025-07-03,social,,4.0
13235,2025-06-26,direct,,
13236,2025-07-27,social,,
13237,2025-05-29,direct,3337.0,
13238,2025-06-19,social,,4.0
13239,2025-06-15,organic_search,,
13240,2025-06-04,email,,8.0
13241,2025-05-03,social,2934.0,
13242,2025-06-20,organic_search,,
13243,2025-06-28,organic_search,,
13244,2025-06-02,direct,4658.0,
13245,2025-07-13,organic_search,817.0,
13246,2025-05-18,direct,,
13247,2025-05-25,direct,,
13248,2025-07-20,direct,1596.0,
13249,2025-07-29,direct,,
13250,2025-07-24,organic_search,1020.0,
13251,2025-06-25,paid_search,1956.0,
13252,2025-07-20,social,3474.0,6.0
13253,2025-05-02,email,,
13254,2025-05-25,organic_search,1002.0,
13255,2025-06-06,direct,370.0,
13256,2025-07-13,organic_search,,
13257,2025-06-05,organic_search,2883.0,
13258,2025-05-23,social,,
13259,2025-07-04,organic_search,144.0,
13260,2025-07-01,organic_search,,
13261,2025-07-05,paid_search,,2.0
13262,2025-05-14,paid_search,,3.0
13263,2025-06-12,paid_search,,3.0
13264,2025-07-21,paid_search,131.0,
13265,2025-06-20,organic_search,,
13266,2025-06-24,paid_search,,
13267,2025-06-27,social,,6.0
13268,2025-07-17,paid_search,2442.0,2.0
13269,2025-06-15,social,,4.0
13270,2025-06-01,email,,8.0
13271,2025-06-10,organic_search,,
13272,2025-05-27,paid_search,,3.0
13273,2025-05-15,affiliate,736.0,
13274,2025-06-14,organic_search,,
13275,2025-07-15,direct,,
13276,2025-05-22,direct,,
13277,2025-05-16,email,,
13278,2025-05-27,social,,
13279,2025-07-22,organic_search,,
13280,2025-07-30,email,,
13281,2025-05-22,organic_search,3531.0,
13282,2025-05-12,paid_search,,3.0
13283,2025-07-05,direct,,
13284,2025-06-24,affiliate,,11.0
13285,2025-05-07,organic_search,,
13286,2025-06-06,affiliate,,10.0
13287,2025-07-23,organic_search,2372.0,
13288,2025-07-28,social,421.0,
13289,2025-06-03,organic_search,1452.0,
13290,2025-06-04,direct,,
13291,2025-05-23,social,,
13292,2025-07-19,email,,
13293,2025-05-22,email,,
13294,2025-06-13,organic_search,,
13295,2025-05-10,social,,
13296,2025-06-14,direct,1895.0,
13297,2025-06-09,paid_search,,1.0
13298,2025-05-13,organic_search,,
13299,2025-06-27,email,2564.0,
13300,2025-06-06,organic_search,,
13301,2025-07-08,organic_search,,
13302,2025-07-06,social,4669.0,5.0
13303,2025-06-29,direct,,
13304,2025-05-10,email,1993.0,
13305,2025-06-20,organic_search,2854.0,
13306,2025-07-31,paid_search,,
13307,2025-07-31,paid_search,2100.0,
13308,2025-07-17,organic_search,4418.0,
13309,2025-07-10,social,,6.0
13310,2025-06-10,direct,4564.0,
13311,2025-07-03,social,,5.0
13312,2025-07-28,direct,3689.0,
13313,2025-06-20,organic_search,,
13314,2025-07-19,organic_search,4750.0,
13315,2025-05-10,paid_search,,3.0
13316,2025-07-15,direct,,
13317,2025-05-13,organic_search,3461.0,
13318,2025-05-18,paid_search,,1.0
13319,2025-07-25,organic_search,,
13320,2025-06-25,direct,,
13321,2025-05-19,organic_search,1243.0,
13322,2025-06-04,paid_search,,
13323,2025-07-26,paid_search,,
13324,2025-06-04,paid_search,,3.0
13325,2025-05-04,paid_search,,
13326,2025-07-25,organic_search,,
13327,2025-06-17,social,3560.0,
13328,2025-06-25,organic_search,2211.0,
13329,2025-07-12,organic_search,4491.0,
13330,2025-07-18,paid_search,1314.0,
13331,2025-05-01,organic_search,3527.0,
13332,2025-07-15,direct,,
13333,2025-05-29,direct,,
13334,2025-06-16,paid_search,,2.0
13335,2025-07-18,organic_search,,
13336,2025-07-30,email,,
13337,2025-06-22,direct,888.0,
13338,2025-05-04,organic_search,3185.0,
13339,2025-05-20,organic_search,,
13340,2025-07-03,paid_search,,2.0
13341,2025-07-19,paid_search,4286.0,
13342,2025-07-19,paid_search,2655.0,
13343,2025-07-05,direct,,
13344,2025-07-20,email,642.0,
13345,2025-05-26,organic_search,,
13346,2025-05-11,paid_search,4002.0,3.0
13347,2025-05-02,direct,,
13348,2025-07-05,email,3302.0,7.0
13349,2025-07-21,direct,3185.0,
13350,2025-06-07,social,,4.0
13351,2025-07-16,social,,6.0
13352,2025-05-10,paid_search,2619.0,3.0
13353,2025-05-04,organic_search,1419.0,
13354,2025-07-23,direct,,
13355,2025-07-07,social,,5.0
13356,2025-05-03,affiliate,671.0,
13357,2025-05-01,organic_search,,
13358,2025-07-08,paid_search,3920.0,2.0
13359,2025-07-15,direct,3814.0,
13360,2025-06-29,direct,,
13361,2025-06-09,organic_search,,
13362,2025-07-13,organic_search,,
13363,2025-06-11,organic_search,4516.0,
13364,2025-05-11,social,,
13365,2025-06-06,organic_search,,
13366,2025-07-31,paid_search,,
13367,2025-07-21,affiliate,,
13368,2025-07-08,affiliate,3753.0,12.0
13369,2025-06-02,paid_search,,
13370,2025-06-17,direct,,
13371,2025-06-17,organic_search,,
13372,2025-05-12,direct,4817.0,
13373,2025-07-11,direct,,
13374,2025-06-02,organic_search,,
13375,2025-05-01,affiliate,148.0,
13376,2025-07-16,direct,,
13377,2025-05-06,organic_search,2318.0,
13378,2025-05-16,organic_search,,
13379,2025-05-07,paid_search,4914.0,
13380,2025-05-21,paid_search,,1.0
13381,2025-05-26,direct,2288.0,
13382,2025-05-07,organic_search,,
13383,2025-07-05,organic_search,,
13384,2025-07-28,organic_search,,
13385,2025-07-10,email,858.0,9.0
13386,2025-06-16,direct,,
13387,2025-07-09,direct,3532.0,
13388,2025-07-27,organic_search,,
13389,2025-05-12,paid_search,,3.0
13390,2025-06-27,organic_search,,
13391,2025-05-15,organic_search,1954.0,
13392,2025-07-27,paid_search,,
13393,2025-06-19,direct,,
13394,2025-07-05,social,,
13395,2025-06-13,organic_search,1679.0,
13396,2025-07-08,direct,3017.0,
13397,2025-06-02,direct,,
13398,2025-05-27,paid_search,4704.0,1.0
13399,2025-05-22,social,,
13400,2025-07-28,direct,4552.0,
13401,2025-06-06,social,,4.0
13402,2025-07-27,direct,,
13403,2025-05-05,direct,,
13404,2025-07-20,direct,,
13405,2025-07-30,organic_search,,
13406,2025-05-24,social,,
13407,2025-05-03,organic_search,,
13408,2025-06-09,paid_search,,
13409,2025-05-07,paid_search,,
13410,2025-07-16,organic_search,,
13411,2025-06-02,organic_search,,
13412,2025-07-28,email,3934.0,
13413,2025-07-10,organic_search,,
13414,2025-07-30,direct,4450.0,
13415,2025-07-13,paid_search,,
13416,2025-07-15,organic_search,,
13417,2025-06-24,email,,7.0
13418,2025-06-18,direct,,
13419,2025-05-17,social,432.0,
13420,2025-07-01,social,3521.0,5.0
13421,2025-05-06,organic_search,,
13422,2025-06-11,paid_search,,3.0
13423,2025-06-30,email,,
13424,2025-06-03,paid_search,,
13425,2025-06-06,direct,2299.0,
13426,2025-05-01,organic_search,322.0,
13427,2025-07-20,organic_search,3892.0,
13428,2025-06-18,direct,4245.0,
13429,2025-06-27,social,,4.0
13430,2025-07-23,direct,,
13431,2025-05-05,paid_search,,
13432,2025-05-07,paid_search,2381.0,
13433,2025-05-18,organic_search,3694.0,
13434,2025-07-14,social,2346.0,6.0
13435,2025-05-11,organic_search,,
13436,2025-06-29,paid_search,2844.0,
13437,2025-06-21,organic_search,1106.0,
13438,2025-07-04,direct,3437.0,
13439,2025-05-14,paid_search,,3.0
13440,2025-06-03,paid_search,,3.0
13441,2025-06-08,paid_search,,
13442,2025-06-20,direct,,
13443,2025-06-20,organic_search,,
13444,2025-07-07,email,1451.0,
13445,2025-07-20,email,,
13446,2025-07-11,direct,24.0,
13447,2025-07-12,organic_search,,
13448,2025-06-06,direct,,
13449,2025-06-24,social,,4.0
13450,2025-07-11,organic_search,,
13451,2025-05-31,direct,,
13452,2025-07-10,direct,914.0,
13453,2025-07-10,direct,,
13454,2025-07-18,direct,,
13455,2025-06-21,direct,,
13456,2025-05-19,social,,
13457,2025-05-28,direct,,
13458,2025-05-10,direct,,
13459,2025-07-12,direct,,
13460,2025-07-30,paid_search,3244.0,
13461,2025-05-17,organic_search,,
13462,2025-06-25,paid_search,,2.0
