order_id,line_number,product_id,quantity,discount_amount,tax_amount
100307,1,139,3,23810.79,66432.11
100308,1,114,1,1543.15,2376.45
100308,2,53,2,11183.24,21136.32
100309,1,55,2,0.0,46468.39
100309,2,93,3,22426.73,89482.67
100310,1,41,3,20561.03,38860.34
100310,2,121,3,19569.42,78081.98
100310,3,64,1,8524.24,13127.33
100310,4,38,2,0.0,42886.31
100311,1,126,3,28611.78,54076.27
100312,1,132,2,7733.46,14616.25
100312,2,7,2,1164.45,4646.17
100313,1,118,3,0.0,79402.03
100313,2,86,3,0.0,67762.64
100313,3,34,3,0.0,20497.17
100314,1,86,2,21511.95,40657.59
100314,2,109,2,9166.57,14116.52
100314,3,88,1,5690.95,22706.9
100314,4,67,3,4271.22,43950.83
100315,1,28,1,0.0,15270.9
100315,2,46,2,0.0,36259.23
100316,1,13,3,0.0,71204.74
100316,2,100,2,6480.1,9979.36
100317,1,114,1,1285.96,2430.46
100318,1,42,1,0.0,29640.42
100318,2,17,2,2117.51,8448.85
100318,3,16,3,19194.8,53553.5
100319,1,119,2,19413.92,54164.85
100319,2,40,1,9954.84,15330.45
100319,3,99,2,0.0,17475.94
100319,4,36,2,2090.98,5833.84
100320,1,91,1,0.0,20717.74
100321,1,64,1,3551.77,14171.55
100321,2,60,2,20268.22,31213.05
100321,3,122,2,28052.72,53019.63
100321,4,88,3,17072.86,68120.71
100322,1,126,3,20028.25,55878.81
100322,2,5,2,11410.4,21565.66
100323,1,81,3,21728.98,41067.77
100323,2,52,3,2239.43,23043.78
100323,3,31,2,34921.07,53778.45
100323,4,16,3,5484.23,56432.72
100324,1,51,3,39439.25,74540.19
100324,2,117,2,2876.4,29598.13
100324,3,33,2,0.0,58524.95
100325,1,46,2,17266.3,32633.31
100325,2,9,3,13998.6,55854.41
100325,3,83,3,42453.97,80238.01
100325,4,11,3,0.0,78221.67
100326,1,62,1,5537.88,8528.34
100326,2,143,1,0.0,26092.61
100327,1,131,1,2126.95,5934.2
100327,2,55,1,11063.9,20910.78
100327,3,2,3,3459.06,5326.95
100328,1,84,2,16863.41,47048.92
100328,2,31,3,21825.67,87084.42
100329,1,53,2,13419.89,20666.62
100329,2,100,3,4050.06,16159.75
100329,3,118,2,25206.99,47641.22
100330,1,3,2,0.0,15524.83
100331,1,29,1,14530.31,22376.68
100332,1,49,1,17585.98,27082.42
100332,2,115,1,5246.78,8080.04
100332,3,12,3,21008.11,58612.62
100333,1,140,1,2113.03,8431.0
100333,2,96,3,14386.72,27190.9
100333,3,139,1,5669.24,22620.25
100333,4,89,2,1254.67,12910.57
100334,1,23,3,16256.64,64863.99
100334,2,36,2,1493.56,5959.3
100334,3,120,2,28093.2,53096.16
100334,4,43,1,2292.73,9148.0
100335,1,84,3,18067.94,72091.09
100336,1,49,1,0.0,30775.47
100337,1,3,3,11089.17,20958.53
100337,2,77,2,4996.7,13940.8
100337,3,96,1,2397.79,9567.17
100337,4,110,3,21966.79,41517.23
100338,1,122,2,28052.72,53019.63
100338,2,26,2,24480.43,37699.86
100338,3,90,3,16781.3,46819.83
100339,1,18,3,7873.51,81018.43
100339,2,119,2,33281.01,51252.76
100339,3,145,2,2315.06,4375.46
100339,4,13,2,22604.68,42722.85
100340,1,43,1,917.09,9436.89
100341,1,9,2,13065.36,36452.35
100341,2,143,3,26092.61,72798.37
100341,3,18,1,0.0,27557.29
100341,4,68,3,18814.88,75071.37
100342,1,29,3,43590.93,67130.03
100343,1,123,1,0.0,2379.06
100343,2,45,2,1102.82,2084.34
100343,3,139,1,2267.69,23334.58
100343,4,33,3,8360.71,86031.68
100344,1,134,2,9973.77,27826.81
100344,2,20,2,4244.16,8021.47
100345,1,137,3,29192.88,55174.54
100345,2,17,2,5082.02,7826.31
100345,3,69,2,11604.3,46301.15
100346,1,31,3,52381.61,80667.67
100346,2,75,3,7612.4,78331.59
100347,1,138,2,4773.94,49123.85
100347,2,66,3,0.0,19217.25
100347,3,65,1,4406.48,12294.07
100347,4,141,2,0.0,30621.38
100348,1,11,3,37248.41,70399.5
100348,2,16,1,0.0,19194.8
100349,1,6,3,4927.81,9313.56
100349,2,82,1,2897.69,29817.23
100350,1,39,3,10677.59,29790.49
100350,2,98,1,13154.44,24861.88
100350,3,70,1,4680.19,7207.49
100350,4,126,2,19074.52,36050.85
100351,1,100,3,4050.06,16159.75
100352,1,65,1,6294.97,11897.49
100353,1,60,1,8445.09,15961.22
100354,1,18,1,6561.26,26179.43
100355,1,42,3,42343.46,80029.13
100355,2,11,1,8691.3,24248.72
100356,1,81,2,2897.2,29812.16
100357,1,113,2,5823.7,16248.11
100357,2,103,2,7248.71,11163.01
100358,1,14,2,5152.21,14374.67
100358,2,99,3,8737.97,24378.93
100358,3,20,3,3183.12,12700.66
100359,1,113,2,5823.7,16248.11
100360,1,37,1,0.0,19910.17
100360,2,99,2,5825.31,16252.62
100361,1,148,3,20787.17,39287.74
100361,2,85,3,28211.15,43445.17
100361,3,84,3,7227.18,74367.65
100362,1,106,3,28711.13,80104.05
100362,2,108,3,2499.61,9973.45
100362,3,77,1,713.81,7345.15
100363,1,22,1,0.0,29881.54
100363,2,22,3,0.0,89644.63
100363,3,39,3,10677.59,29790.49
100363,4,127,1,15779.46,24300.38
100364,1,11,1,6208.07,24770.2
100365,1,92,3,15796.37,63027.52
100365,2,76,3,6182.06,9520.37
100365,3,103,2,1208.12,12431.54
100365,4,80,3,19003.23,75822.88
100366,1,94,1,1574.66,4393.29
100367,1,72,1,1683.42,2592.47
100367,2,47,2,0.0,28274.01
100367,3,3,3,5544.58,22122.89
100367,4,88,3,17072.86,68120.71
100368,1,112,3,0.0,63677.0
100368,2,117,3,21572.98,40772.94
100369,1,11,1,8691.3,24248.72
100369,2,62,2,0.0,19382.59
100370,1,30,1,2212.4,6172.61
100370,2,144,3,14836.44,59197.4
100370,3,46,3,31079.34,47862.18
100371,1,70,1,0.0,8190.33
100372,1,88,2,15934.67,44457.72
100373,1,107,3,0.0,43266.67
100373,2,81,2,0.0,30420.57
100373,3,35,1,1328.9,2511.61
100374,1,20,3,3183.12,12700.66
100374,2,20,2,2122.08,8467.11
100374,3,77,2,0.0,14990.11
100374,4,7,2,1164.45,4646.17
100375,1,82,1,2897.69,29817.23
100375,2,148,1,6929.06,13095.91
100375,3,21,1,0.0,3658.15
100376,1,104,1,486.64,1941.69
100377,1,105,1,14308.21,22034.64
100377,2,134,2,14248.24,26929.17
100378,1,64,1,8524.24,13127.33
100379,1,53,2,5591.62,22310.56
100379,2,49,3,52757.95,81247.25
100380,1,71,2,14787.18,41256.23
100380,2,70,1,2730.11,7617.01
100381,1,29,2,29060.62,44753.35
100381,2,95,3,16814.65,67090.46
100382,1,73,2,234.2,2409.89
100382,2,143,3,37275.15,70450.04
100383,1,146,2,0.0,29726.9
100383,2,124,1,2897.99,29820.33
100383,3,28,3,10907.79,43522.07
100383,4,109,2,9166.57,14116.52
100384,1,63,2,0.0,15780.62
100384,2,87,2,9542.16,26622.63
100385,1,60,2,0.0,35469.38
100385,2,53,2,7828.27,21840.86
100386,1,2,2,384.34,3954.85
100386,2,106,2,0.0,57422.26
100387,1,25,3,4588.2,8671.7
100388,1,28,1,1454.37,14965.48
100388,2,55,1,2212.78,22769.51
100388,3,107,1,4807.41,13412.67
100388,4,59,3,3957.88,40726.62
100389,1,115,2,1748.93,17996.45
100389,2,114,2,1285.96,5130.98
100390,1,59,3,23747.3,36570.84
100391,1,57,3,24313.72,37443.13
100391,2,23,3,6502.66,66912.33
100392,1,8,1,0.0,20406.59
100392,2,7,3,4192.03,6455.73
100392,3,7,3,0.0,7336.06
100393,1,148,3,14551.02,40597.33
100393,2,74,2,7363.23,13916.5
100394,1,63,2,3757.29,14991.59
100394,2,88,1,5690.95,22706.9
100394,3,133,2,20650.72,39029.85
100395,1,44,3,8696.64,24263.63
100395,2,11,3,44698.1,68835.07
100395,3,11,3,26073.89,72746.15
100396,1,33,1,0.0,29262.48
100396,2,69,1,0.0,24369.03
100397,1,134,3,25646.83,39496.12
100397,2,79,2,9927.09,39609.09
100398,1,6,3,0.0,10348.4
100398,2,121,2,13046.28,52054.65
100399,1,81,3,0.0,45630.86
100399,2,102,3,8544.03,87918.12
100399,3,37,1,0.0,19910.17
100400,1,127,1,2629.91,27061.78
100400,2,104,3,1459.92,5825.07
